"SAMPLEID","BFI","LAT","LONG","STATIONID","COLLDATE","INDEX_REGION_LONG","INDEX_REGION","INDEX_NAME","ni_total","nt_LOW_N","nt_LOW_P","pi_Tol_13","pt_Achnan_Navic","pt_BC_12","pt_O_345","pt_PT_12","pt_SALINITY_34","pt_Sens_810"
"AB09796",26,38.35435316,-86.9000147,"WPA-02-0002","9/24/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,3,25.8064516129032,20.7547169811321,5.66037735849057,37.7358490566038,16.9811320754717,13.2075471698113,20.7547169811321
"AB09798",24.09185262,38.43306113,-87.13374163,"WPA-05-0004","10/24/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,4,37.2583479789104,20.3125,10.9375,37.5,17.1875,18.75,18.75
"AB09799",24.35006435,38.4206866,-87.11754852,"WPA-05-0001","10/24/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,50.5084745762712,16.6666666666667,6.94444444444444,43.0555555555556,16.6666666666667,25,19.4444444444444
"AB09800",26,38.39254621,-87.05974916,"WPA-05-0002","10/16/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,24.9578414839798,22.5352112676056,5.63380281690141,39.4366197183099,12.6760563380282,22.5352112676056,22.5352112676056
"AB09801",26.36004479,38.35307049,-87.13548519,"WPA-06-0006","10/23/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,5,8.38926174496644,26.7857142857143,8.92857142857143,37.5,12.5,17.8571428571429,25
"AB09802",27.12545018,38.37459615,-87.17847436,"WPA-06-0001","10/23/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,18.4121621621622,17.4603174603175,15.8730158730159,34.9206349206349,14.2857142857143,19.047619047619,23.8095238095238
"AB09803",27.12545018,38.37403348,-87.18632168,"WPA-06-0007","10/23/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,16.7785234899329,21.3114754098361,11.4754098360656,47.5409836065574,16.3934426229508,31.1475409836066,18.0327868852459
"AB09804",28,38.38281427,-87.23633486,"WPA-06-0005","10/22/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,11.9047619047619,18,10,36,12,22,20
"AB09805",27.12545018,38.37459615,-87.17847436,"WPA-06-0001","10/23/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,3,14.5025295109612,16.9491525423729,8.47457627118644,38.9830508474576,11.864406779661,25.4237288135593,20.3389830508475
"AB09807",26.30330845,38.25116014,-87.19287631,"WPA-07-0003","10/30/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,4,22.4738675958188,20.8333333333333,11.1111111111111,38.8888888888889,13.8888888888889,23.6111111111111,25
"AB09808",26.42256664,38.28763539,-87.24232553,"WPA-07-0001","10/30/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,8,7,11.264367816092,17.0212765957447,17.0212765957447,21.2765957446809,12.7659574468085,19.1489361702128,17.0212765957447
"AB09809",27.12017804,38.32393264,-87.26192644,"WPA-07-0004","10/30/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,4,19.5205479452055,21.6666666666667,11.6666666666667,36.6666666666667,13.3333333333333,20,21.6666666666667
"AB09810",26.57873916,38.34777669,-87.32000265,"WPA-07-0002","10/30/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,3,46.9344608879493,29.8245614035088,8.7719298245614,36.8421052631579,14.0350877192982,26.3157894736842,17.5438596491228
"AB09811",26.86748466,38.38275578,-87.29118279,"WPA-06-0003","10/22/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,3,13.0808950086059,14.9253731343284,11.9402985074627,34.3283582089552,13.4328358208955,19.4029850746269,19.4029850746269
"AB09812",24.90475667,38.33276542,-87.40158812,"WPA-08-0010","10/30/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,19.3220338983051,28.5714285714286,12.2448979591837,44.8979591836735,20.4081632653061,18.3673469387755,14.2857142857143
"AB09813",26.83181758,38.3972236,-87.53671605,"WPA-08-0007","10/31/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,40.3685092127303,21.7391304347826,4.34782608695652,41.304347826087,17.3913043478261,26.0869565217391,10.8695652173913
"AB09814",22.99784147,38.38653898,-87.62282016,"WPA-08-0009","10/29/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,15.9592529711375,23.8095238095238,12.6984126984127,42.8571428571429,12.6984126984127,23.8095238095238,19.047619047619
"AB09815",22.52795113,38.39923057,-87.68849818,"WPA-08-0008","10/29/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,31.3131313131313,20.3389830508475,11.864406779661,38.9830508474576,15.2542372881356,23.728813559322,16.9491525423729
"AB09816",22.52795113,38.39791989,-87.69452446,"WPA-08-0011","10/29/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,39.3634840871022,20,4,36,16,36,14
"AB09817",26.83181758,38.3972236,-87.53671605,"WPA-08-0007","10/31/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,3,25.0841750841751,18.3333333333333,6.66666666666667,40,11.6666666666667,25,15
"AB10429",26,38.36454708,-87.00554526,"WPA-04-0003","10/15/2012","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,2,11.0344827586207,20.8955223880597,11.9402985074627,34.3283582089552,14.9253731343284,19.4029850746269,22.3880597014925
"AB14134",23.37018235,39.05024368,-86.28270753,"WEL-04-0001","9/4/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,6,10.6271777003484,17.4418604651163,23.2558139534884,32.5581395348837,11.6279069767442,13.953488372093,27.906976744186
"AB14135",29,38.62088367,-86.84257322,"WEL-14-0001","9/3/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,38.6934673366834,21.9512195121951,9.75609756097561,36.5853658536585,17.0731707317073,12.1951219512195,19.5121951219512
"AB14136",27,38.50601073,-86.93342625,"WEL-15-0001","9/3/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,3,39.2426850258176,23.6842105263158,13.1578947368421,28.9473684210526,10.5263157894737,10.5263157894737,15.7894736842105
"AB14137",26.92220845,38.78039355,-86.59832737,"WEL-10-0002","9/3/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,41.9354838709677,20.9302325581395,13.953488372093,32.5581395348837,13.953488372093,13.953488372093,23.2558139534884
"AB14138",23.17377964,38.82858853,-86.13652193,"WEU-06-0001","9/4/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,50,17.6470588235294,2.94117647058824,44.1176470588235,11.7647058823529,20.5882352941176,17.6470588235294
"AB14140",23.32437404,39.06385419,-85.85111493,"WEU-02-0001","9/17/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,6,21.864406779661,26.3157894736842,19.2982456140351,38.5964912280702,12.280701754386,19.2982456140351,19.2982456140351
"AB14141",22.1347514,39.0279766,-85.85856719,"WEU-05-0001","9/17/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,28.3557046979866,20.4081632653061,6.12244897959184,38.7755102040816,10.2040816326531,18.3673469387755,20.4081632653061
"AB14252",26.92220845,38.78039355,-86.59832737,"WEL-10-0002","9/3/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,53.8062283737024,14.6341463414634,9.75609756097561,39.0243902439024,14.6341463414634,17.0731707317073,12.1951219512195
"AB14641",25.4265636,38.51055774,-86.61420286,"WEL-13-0026","9/9/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,3,5.97609561752988,21.7391304347826,17.3913043478261,21.7391304347826,6.52173913043478,6.52173913043478,30.4347826086957
"AB14643",28.01156365,38.61127104,-86.58893613,"WEL-13-0024","9/10/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,3,2.57731958762887,25,19.4444444444444,27.7777777777778,11.1111111111111,8.33333333333333,27.7777777777778
"AB14644",28.08286986,38.60929243,-86.59630717,"WEL-13-0025","9/10/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,4,18.7919463087248,17.6470588235294,11.7647058823529,35.2941176470588,15.6862745098039,5.88235294117647,23.5294117647059
"AB14645",25.4265636,38.51055774,-86.61420286,"WEL-13-0026","9/9/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,5,1.55709342560554,25.4901960784314,15.6862745098039,23.5294117647059,11.7647058823529,5.88235294117647,31.3725490196078
"AB14646",26.01835471,38.53703097,-86.8086732,"WEL-13-0023","9/9/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,4,3.60531309297913,19.4444444444444,5.55555555555556,33.3333333333333,8.33333333333333,13.8888888888889,22.2222222222222
"AB14647",27.97094052,38.73590211,-86.84368927,"WEL-11-0001","9/9/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,6,11.6838487972509,18.1818181818182,13.6363636363636,27.2727272727273,10.6060606060606,7.57575757575758,27.2727272727273
"AB14648",25,38.91401264,-86.64867662,"WEL-09-0001","9/10/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,7,6,0.173913043478261,15.1515151515152,30.3030303030303,27.2727272727273,12.1212121212121,9.09090909090909,36.3636363636364
"AB14649",24.65488565,38.96138145,-86.69829469,"WEL-09-0004","9/10/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,7,6,1.73010380622837,28.5714285714286,23.2142857142857,23.2142857142857,8.92857142857143,7.14285714285714,26.7857142857143
"AB14650",24.00506172,38.70966657,-86.20826039,"WEL-01-0003","9/11/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,6,9.43738656987296,23.4567901234568,24.6913580246914,23.4567901234568,6.17283950617284,11.1111111111111,30.8641975308642
"AB14656",24.34163777,39.05743422,-85.97109884,"WEU-04-0002","9/17/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,5,7.53424657534247,21.8181818181818,18.1818181818182,32.7272727272727,10.9090909090909,14.5454545454545,20
"AB14658",24.34163777,39.05743422,-85.97109884,"WEU-04-0002","9/17/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,4,4.74576271186441,21.1538461538462,17.3076923076923,30.7692307692308,17.3076923076923,11.5384615384615,28.8461538461538
"AB14659",20,38.91423263,-85.83048217,"WEM-07-0005","9/17/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,7,5,22.680412371134,17.0212765957447,14.8936170212766,36.1702127659574,17.0212765957447,6.38297872340426,31.9148936170213
"AB14660",17.5703369,38.80705892,-85.78672817,"WEM-06-0016","9/16/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,1,2,8.69565217391304,29.7872340425532,10.6382978723404,38.2978723404255,10.6382978723404,14.8936170212766,27.6595744680851
"AB14661",18,38.70089706,-85.79337602,"WEM-08-0003","9/18/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,4,4.64716006884682,18.75,18.75,29.1666666666667,10.4166666666667,10.4166666666667,25
"AB14662",19.87367406,38.82587123,-85.88054531,"WEM-07-0002","9/16/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",598,7,7,10.6271777003484,18.6440677966102,15.2542372881356,38.9830508474576,11.864406779661,13.5593220338983,18.6440677966102
"AB14663",19,38.75698072,-86.0089228,"WEM-09-0005","9/16/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,5,4.58404074702886,20.7547169811321,13.2075471698113,35.8490566037736,13.2075471698113,15.0943396226415,22.6415094339623
"AB14664",24,39.0149329,-86.18652492,"WEL-04-0002","9/17/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,12,9,0.884955752212389,26.6666666666667,40,20,10,3.33333333333333,33.3333333333333
"AB14669",29.84464759,39.45254055,-85.96772609,"WED-07-0003","9/23/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,4,30.8108108108108,23.0769230769231,12.8205128205128,20.5128205128205,5.12820512820513,15.3846153846154,20.5128205128205
"AB14671",17,38.93877027,-85.47640583,"WEM-02-0001","9/24/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",599,9,7,8.62068965517241,24.6153846153846,15.3846153846154,36.9230769230769,12.3076923076923,10.7692307692308,33.8461538461538
"AB14672",18.20341635,38.90637908,-85.60614372,"WEM-02-0002","9/24/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,4,2.16666666666667,24.2424242424242,15.1515151515152,33.3333333333333,6.06060606060606,12.1212121212121,33.3333333333333
"AB14673",18.49401887,38.97467929,-85.6141175,"WEM-07-0004","9/24/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,5,9.61214165261383,14.6341463414634,19.5121951219512,29.2682926829268,9.75609756097561,12.1951219512195,21.9512195121951
"AB14674",27.00702757,39.27015288,-85.64463475,"WEU-01-0001","9/24/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,2,8.23529411764706,21.9512195121951,14.6341463414634,34.1463414634146,9.75609756097561,9.75609756097561,24.390243902439
"AB14675",31.32483998,39.39623744,-85.71640368,"WEF-06-0003","9/25/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,14.9579831932773,22.7272727272727,13.6363636363636,34.0909090909091,18.1818181818182,15.9090909090909,22.7272727272727
"AB14676",30.99658114,39.260094,-85.92208196,"WEF-06-0001","9/23/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,6,35.4452054794521,23.4042553191489,12.7659574468085,27.6595744680851,10.6382978723404,12.7659574468085,23.4042553191489
"AB14677",30.39207858,39.36953801,-85.99488726,"WED-07-0001","9/23/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,17.1666666666667,23.5294117647059,9.80392156862745,37.2549019607843,9.80392156862745,19.6078431372549,27.4509803921569
"AB14678",31.12213029,39.33192521,-85.86121339,"WEF-06-0002","9/23/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,11.8333333333333,24.1379310344828,3.44827586206897,36.2068965517241,13.7931034482759,10.3448275862069,25.8620689655172
"AB14679",18.49401887,38.97467929,-85.6141175,"WEM-07-0004","9/24/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,4,18.2432432432432,17.5,15,30,10,12.5,15
"AB14681",39.01869237,39.70787919,-85.51414869,"WED-02-0003","10/1/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,3,14.4781144781145,19.6969696969697,9.09090909090909,37.8787878787879,12.1212121212121,15.1515151515152,19.6969696969697
"AB14683",41.07283096,39.80558767,-85.42954839,"WED-01-0008","10/1/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,4,6.7001675041876,30,17.5,40,15,12.5,15
"AB14684",37.84850535,39.93160872,-85.69904306,"WED-04-0001","9/30/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,7.83645655877342,27.4509803921569,17.6470588235294,23.5294117647059,9.80392156862745,7.84313725490196,27.4509803921569
"AB14685",38.17729831,39.92794535,-85.64273968,"WED-04-0003","9/30/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,18.0743243243243,28.3582089552239,10.4477611940299,35.8208955223881,10.4477611940299,17.910447761194,14.9253731343284
"AB14686",40.07191731,39.87922715,-85.34732435,"WEF-01-0001","9/30/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,8.5981308411215,20,17.7777777777778,22.2222222222222,8.88888888888889,11.1111111111111,24.4444444444444
"AB14687",39.97497623,39.94459528,-85.37879957,"WED-01-0006","9/30/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,7,6,4.77815699658703,20.6349206349206,19.047619047619,26.984126984127,6.34920634920635,11.1111111111111,26.984126984127
"AB14688",39.01869237,39.70787919,-85.51414869,"WED-02-0003","10/1/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,4,21.2837837837838,16.4383561643836,10.958904109589,34.2465753424658,9.58904109589041,13.6986301369863,23.2876712328767
"AB14689",33.91757991,39.73118284,-85.63272805,"WED-08-0004","10/1/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,4.69798657718121,26.4150943396226,11.3207547169811,39.622641509434,15.0943396226415,13.2075471698113,15.0943396226415
"AB14934",28.19057686,39.31111096,-85.52359556,"WEU-03-0035","10/21/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,3,10.6844741235392,22.2222222222222,8.33333333333333,38.8888888888889,16.6666666666667,19.4444444444444,11.1111111111111
"AB14935",27.60117393,39.26886604,-85.53076434,"WEU-03-0034","10/21/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,2,57.5959933222037,25.6410256410256,10.2564102564103,41.025641025641,12.8205128205128,20.5128205128205,12.8205128205128
"AB14936",33.79440587,39.48795633,-85.4754141,"WEF-02-0001","10/21/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,5,6.77966101694915,16.3265306122449,12.2448979591837,34.6938775510204,10.2040816326531,10.2040816326531,24.4897959183673
"AB14937",32.28455106,39.61836716,-85.80054133,"WED-03-0001","10/22/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,24.1554054054054,24.390243902439,4.8780487804878,39.0243902439024,14.6341463414634,19.5121951219512,12.1951219512195
"AB14938",29.87000298,39.71379993,-85.95413945,"WED-05-0001","10/22/2013","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,0,0,39.8319327731092,23.0769230769231,9.61538461538461,44.2307692307692,21.1538461538462,15.3846153846154,11.5384615384615
"AB14939",27.60117393,39.26886604,-85.53076434,"WEU-03-0034","10/21/2013","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,2,2,48.2412060301508,28.2608695652174,6.52173913043478,41.304347826087,21.7391304347826,26.0869565217391,13.0434782608696
"AB18800",39.38988164,39.60247286,-85.14404047,"GMW-04-0002","9/23/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,5,13.6666666666667,27.906976744186,11.6279069767442,27.906976744186,9.30232558139535,16.2790697674419,16.2790697674419
"AB18801",33.5585901,39.40026346,-85.06805505,"GMW-06-0003","9/9/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,4,3.85259631490787,19.2982456140351,17.5438596491228,24.5614035087719,10.5263157894737,10.5263157894737,24.5614035087719
"AB18802",35.99601196,39.44506953,-85.11228641,"GMW-06-0004","9/22/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,5,15.0501672240803,29.2682926829268,12.1951219512195,29.2682926829268,12.1951219512195,17.0731707317073,19.5121951219512
"AB18803",35.32345828,39.44074761,-85.14043053,"GMW-06-0005","9/22/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,15.9663865546218,31.8181818181818,9.09090909090909,27.2727272727273,13.6363636363636,18.1818181818182,18.1818181818182
"AB18804",31.68937706,39.39195214,-85.13293675,"GMW-06-0006","9/9/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,3,3.67278797996661,24.1379310344828,20.6896551724138,27.5862068965517,10.3448275862069,10.3448275862069,24.1379310344828
"AB18805",37.64886059,39.65793979,-85.01051045,"GMW-07-0009","9/30/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,7,5,8.24915824915825,27.5,22.5,17.5,7.5,12.5,20
"AB18806",37,39.67128798,-84.91813307,"GMW-07-0012","9/30/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,3,8.01335559265442,31.25,16.6666666666667,25,10.4166666666667,20.8333333333333,25
"AB18807",37,39.63943077,-84.89730404,"GMW-07-0017","9/30/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,8,7,6.20805369127517,21.8181818181818,20,25.4545454545455,7.27272727272727,7.27272727272727,23.6363636363636
"AB18808",28.72325468,39.28522077,-85.05030904,"GMW-08-0001","9/8/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,3,6.41891891891892,12.1212121212121,9.09090909090909,33.3333333333333,13.6363636363636,15.1515151515152,22.7272727272727
"AB18809",27.83609959,39.27794072,-84.90434508,"GMW-08-0003","9/8/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,2,5.89254766031196,13.3333333333333,13.3333333333333,33.3333333333333,13.3333333333333,20,13.3333333333333
"AB18810",39.49388507,39.57130486,-85.25994732,"GMW-04-0013","9/23/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,3,19.2307692307692,22.5806451612903,12.9032258064516,29.0322580645161,11.2903225806452,12.9032258064516,22.5806451612903
"AB18811",40.5127319,39.57977264,-85.15733788,"GMW-04-0003","9/23/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,6,13.8795986622074,25.4901960784314,15.6862745098039,35.2941176470588,15.6862745098039,13.7254901960784,23.5294117647059
"AB18812",31,39.38420597,-84.98359474,"GMW-08-0013","9/8/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,10.2006688963211,28,10,36,12,14,28
"AB18813",38.98955516,39.63592095,-85.13905201,"GMW-04-0004","9/24/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,5,14.1666666666667,27.027027027027,13.5135135135135,27.027027027027,10.8108108108108,16.2162162162162,24.3243243243243
"AB18814",39.05885079,39.54780233,-85.12072242,"GMW-04-0005","9/24/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,4,8.41750841750842,13.5593220338983,13.5593220338983,25.4237288135593,6.77966101694915,13.5593220338983,30.5084745762712
"AB18815",39.63521094,39.56663915,-85.21580655,"GMW-04-0008","9/23/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,7,7,17.8752107925801,26.5625,17.1875,31.25,15.625,17.1875,23.4375
"AB18816",40.32432309,39.53150334,-85.16793874,"GMW-04-0012","9/23/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,12.5838926174497,30.3571428571429,10.7142857142857,28.5714285714286,8.92857142857143,16.0714285714286,17.8571428571429
"AB18817",35.68,39.43577249,-85.19398539,"GMW-05-0001","9/10/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,8,8,7.67946577629382,31.7073170731707,19.5121951219512,24.390243902439,12.1951219512195,9.75609756097561,34.1463414634146
"AB18818",31.61191206,39.40167316,-85.21285429,"GMW-05-0002","9/10/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,7,8,1.84873949579832,37.2093023255814,23.2558139534884,32.5581395348837,9.30232558139535,11.6279069767442,32.5581395348837
"AB18819",35.09449637,39.43041876,-85.03296538,"GMW-06-0002","9/9/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,6.8561872909699,26,10,34,10,10,26
"AB18820",39.03705315,39.78496025,-85.15148215,"GMW-01-0003","9/29/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,7.85953177257525,24,8,42,12,22,16
"AB18821",37.16646317,39.86865107,-84.98267706,"GMW-03-0008","10/6/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,4.20168067226891,30.4347826086957,8.69565217391304,41.304347826087,13.0434782608696,17.3913043478261,19.5652173913043
"AB18822",36.97514756,39.95101866,-84.9155735,"GMW-03-0009","10/6/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,9,20,13.3333333333333,30,11.6666666666667,13.3333333333333,21.6666666666667
"AB18823",38.88159622,39.79431332,-85.03207576,"GMW-03-0015","9/29/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,8.19397993311037,23.0769230769231,12.8205128205128,33.3333333333333,10.2564102564103,12.8205128205128,15.3846153846154
"AB18826",37,39.77788765,-84.94128014,"GMW-07-0010","10/1/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,3,1.1844331641286,9.09090909090909,21.2121212121212,15.1515151515152,6.06060606060606,6.06060606060606,30.3030303030303
"AB18827",37,39.78703622,-84.92820887,"GMW-07-0011","10/1/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,13.0217028380634,25,14.2857142857143,30.3571428571429,10.7142857142857,14.2857142857143,19.6428571428571
"AB18829",33,39.94245305,-84.8211769,"GMW-07-0014","10/8/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,3.01003344481605,16.2162162162162,10.8108108108108,37.8378378378378,13.5135135135135,8.10810810810811,24.3243243243243
"AB18830",35.31328848,39.85835642,-84.8979807,"GMW-07-0015","10/1/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,2.5,9.375,9.375,34.375,15.625,9.375,34.375
"AB18831",39.03705315,39.79367475,-85.14961372,"GMW-01-0004","9/29/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,2.83806343906511,18.1818181818182,9.09090909090909,30.3030303030303,12.1212121212121,15.1515151515152,15.1515151515152
"AB18832",36,39.84310242,-84.81982823,"GMW-07-0024","10/7/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,16.5551839464883,20.8955223880597,14.9253731343284,37.3134328358209,14.9253731343284,11.9402985074627,28.3582089552239
"AB18833",35.46124031,39.97170552,-85.10363691,"GMW-01-0005","10/7/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,11.3333333333333,22.4489795918367,18.3673469387755,24.4897959183673,6.12244897959184,12.2448979591837,20.4081632653061
"AB18834",36.42087977,39.91705559,-85.10714091,"GMW-01-0006","10/7/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,7,8,13.9966273187184,24.6153846153846,20,26.1538461538462,10.7692307692308,13.8461538461538,20
"AB18835",37.18755236,39.91650652,-85.02890565,"GMW-02-0001","10/7/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,14.0233722871452,12.2448979591837,12.2448979591837,38.7755102040816,16.3265306122449,14.2857142857143,18.3673469387755
"AB18836",34.04109589,39.99380426,-84.96763186,"GMW-02-0002","10/6/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,6.51085141903172,23.9130434782609,15.2173913043478,36.9565217391304,15.2173913043478,17.3913043478261,19.5652173913043
"AB18837",37.18755236,39.9219836,-85.02446978,"GMW-02-0003","10/7/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,9.33786078098472,19.6428571428571,14.2857142857143,35.7142857142857,14.2857142857143,14.2857142857143,23.2142857142857
