"SAMPLEID","BFI","LAT","LONG","STATIONID","COLLDATE","INDEX_REGION_LONG","INDEX_REGION","INDEX_NAME","ni_total","nt_LOW_N","nt_LOW_P","pi_Tol_13","pt_Achnan_Navic","pt_BC_12","pt_O_345","pt_PT_12","pt_SALINITY_34","pt_Sens_810","pt_BC_12_adj","SC_nt_LOW_N","SC_nt_LOW_P","SC_pi_Tol_13","SC_pt_Achnan_Navic","SC_pt_BC_12_adj","SC_pt_O_345","SC_pt_PT_12","SC_pt_SALINITY_34","SC_pt_Sens_810","sum_Index","Index","Index_Nar"
"AB26569",74,41.740613,-85.557945,"LMJ120-0042","9/14/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,5.08474576271186,22.4137931034483,17.2413793103448,27.5862068965517,6.89655172413793,8.62068965517241,25.8620689655172,2.14137931034483,57.1428571428571,NA,92.7401129943503,46.7432950191571,69.6336206896552,NA,100,NA,NA,366.25988584602,73.2519771692039,"Satisfactory"
"AB26573",62,41.61275295,-86.90603015,"LMG-04-0039","9/13/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,21.5,30.5084745762712,13.5593220338983,30.5084745762712,10.1694915254237,11.864406779661,20.3389830508475,-1.5406779661017,28.5714285714286,NA,58.5416666666667,91.713747645951,46.6207627118644,NA,75.619295958279,NA,NA,301.06690155419,60.2133803108379,"Satisfactory"
"AB26579",20.95515766,39.13583428,-85.47512137,"WEM050-0048","9/6/2016","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,7,6.29251700680272,21.8181818181818,14.5454545454545,25.4545454545455,9.09090909090909,10.9090909090909,32.7272727272727,4.04545454545454,NA,100,NA,43.4343434343434,NA,93.6758893280632,NA,78.2828282828283,75.7575757575758,391.150636802811,78.2301273605621,"Satisfactory"
"AB26585",15,38.75827931,-85.24770785,"OSK-02-0016","9/8/2016","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,4,15.0779896013865,23.6363636363636,14.5454545454545,29.0909090909091,12.7272727272727,10.9090909090909,32.7272727272727,4.04545454545454,NA,50,NA,53.5353535353535,NA,77.8656126482213,NA,78.2828282828283,75.7575757575758,335.441370223979,67.0882740447958,"Satisfactory"
"AB26597",35.63175574,39.65906644,-87.29645128,"WLV-15-0002","10/13/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,18.4745762711864,26.865671641791,14.9253731343284,34.3283582089552,11.9402985074627,13.4328358208955,25.3731343283582,-0.174626865671641,28.5714285714286,NA,64.8446327683616,71.4759535655058,55.1585820895522,NA,61.9977037887486,NA,NA,282.048300783597,56.4096601567194,"Satisfactory"
"AB26599",35,39.72054175,-87.19905073,"WLV-13-0013","10/4/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,0,0,3.33333333333333,10.7142857142857,3.57142857142857,50,25,25,21.4285714285714,-11.5285714285714,0,NA,96.3888888888889,0,0,NA,0,NA,NA,96.3888888888889,19.2777777777778,"Severely Degraded"
"AB26601",24.00289203,38.51962605,-87.6274733,"WLW-02-0001","10/12/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,10.2564102564103,20.5882352941176,14.7058823529412,39.7058823529412,17.6470588235294,16.1764705882353,19.1176470588235,4.20588235294118,57.1428571428571,NA,81.965811965812,36.6013071895425,82.5367647058823,NA,18.0995475113122,NA,NA,276.346288515406,55.2692577030812,"Satisfactory"
"AB26602",20,38.05456496,-87.66741773,"WLW-07-0002","10/11/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,0.666666666666667,25,15,45,20,10,45,4.5,28.5714285714286,NA,100,61.1111111111111,84.375,NA,0,NA,NA,274.05753968254,54.8115079365079,"Satisfactory"
"AB26603",35.11118336,39.84928338,-87.35870034,"WSU-06-0010","10/4/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,2.66666666666667,33.3333333333333,4.76190476190476,33.3333333333333,14.2857142857143,4.76190476190476,38.0952380952381,-10.3380952380952,28.5714285714286,NA,97.7777777777778,100,0,NA,43.9560439560439,NA,NA,270.30525030525,54.0610500610501,"Satisfactory"
"AB26604",32,39.51544061,-87.47301754,"WBU-05-0002","10/12/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,5,1.17845117845118,25.531914893617,12.7659574468085,29.7872340425532,19.1489361702128,10.6382978723404,40.4255319148936,-2.33404255319149,57.1428571428571,NA,100,64.0661938534279,41.6622340425532,NA,6.54664484451717,NA,NA,269.417929883355,53.8835859766711,"Satisfactory"
"AB26610",16.15858661,38.03016472,-87.92564778,"WLW-07-0003","10/11/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,0,0,1.33779264214047,26.9230769230769,3.84615384615385,38.4615384615385,11.5384615384615,19.2307692307692,23.0769230769231,-6.65384615384615,0,NA,100,71.7948717948718,14.6634615384615,NA,65.0887573964497,NA,NA,251.547090729783,50.3094181459566,"Moderately Degraded"
"AB26611",35,39.77088974,-87.3253239,"WLV-15-0003","10/4/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,7,4.02010050251256,22.4489795918367,6.12244897959184,38.7755102040816,14.2857142857143,8.16326530612245,28.5714285714286,-8.97755102040816,71.4285714285714,NA,94.9581239530988,46.9387755102041,0.140306122448974,NA,43.9560439560439,NA,NA,257.421820970367,51.4843641940734,"Moderately Degraded"
"AB26613",32.03530895,39.54643943,-87.28653001,"WBU-04-0005","10/13/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,16.4893617021277,19.4029850746269,8.95522388059701,32.8358208955224,10.4477611940299,14.9253731343284,23.8805970149254,-6.14477611940299,28.5714285714286,NA,68.9804964539007,30.016583747927,17.8451492537313,NA,73.4787600459242,NA,NA,218.892418072912,43.7784836145824,"Moderately Degraded"
"AB26615",32.74060632,39.56990831,-87.10961833,"WBU-04-0006","10/3/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,4,8.34782608695652,24.3589743589744,12.8205128205128,26.9230769230769,12.8205128205128,12.8205128205128,26.9230769230769,-2.27948717948718,28.5714285714286,NA,85.9420289855072,57.5498575498575,42.0032051282051,NA,55.2268244575937,NA,NA,269.293344692592,53.8586689385184,"Satisfactory"
"AB26617",34.43381535,39.81620217,-87.29742618,"WLV-15-0001","10/4/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,7.43243243243243,29.6296296296296,12.962962962963,37.037037037037,14.8148148148148,11.1111111111111,31.4814814814815,-2.13703703703704,57.1428571428571,NA,87.8490990990991,86.8312757201646,42.8935185185185,NA,39.8860398860399,NA,NA,314.602790366679,62.9205580733358,"Satisfactory"
"AB26618",29.09076714,39.37405725,-87.36118001,"WBU-07-0002","10/12/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,3,15.5797101449275,27.6923076923077,10.7692307692308,35.3846153846154,10.7692307692308,15.3846153846154,18.4615384615385,0.26923076923077,14.2857142857143,NA,70.8756038647343,76.0683760683761,57.9326923076923,NA,71.0059171597633,NA,NA,290.16830368628,58.0336607372561,"Satisfactory"
"AB26621",35,40.37032945,-87.32238994,"WLV-04-0002","9/27/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,12.3519458544839,23.8805970149254,11.9402985074627,31.3432835820896,11.9402985074627,13.4328358208955,25.3731343283582,-3.15970149253731,42.8571428571429,NA,77.6001128031585,54.8922056384743,36.5018656716418,NA,61.9977037887486,NA,NA,273.849030759166,54.7698061518332,"Satisfactory"
"AB26622",35.99956766,40.18197005,-87.15314906,"WLV-07-0006","9/27/2016","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,4,5.54621848739496,20,12,34,20,10,24,-3.1,NA,50,NA,33.3333333333333,NA,56.5217391304348,NA,83.3333333333333,46.6666666666667,269.855072463768,53.9710144927536,"Moderately Degraded"
"AB26623",36,40.36947846,-86.92054627,"WLV-01-0080","9/26/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,5,8.91938250428816,18.0327868852459,8.19672131147541,31.1475409836066,14.7540983606557,13.1147540983607,21.3114754098361,-6.90327868852459,42.8571428571429,NA,84.7512864493997,22.4043715846995,13.1045081967213,NA,40.3530895334174,NA,NA,203.470398621381,40.6940797242761,"Moderately Degraded"
"AB26624",26.21601319,39.91700994,-86.78103168,"WLV-12-0004","10/3/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,6.92567567567568,22.2222222222222,9.25925925925926,35.1851851851852,11.1111111111111,18.5185185185185,20.3703703703704,-1.24074074074074,28.5714285714286,NA,88.9048423423423,45.679012345679,48.4953703703704,NA,68.3760683760684,NA,NA,280.026722005889,56.0053444011777,"Satisfactory"
"AB26625",34.83479506,39.94483818,-87.20869601,"WSU-05-0001","10/5/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,6,6.41891891891892,27.8688524590164,11.4754098360656,29.5081967213115,9.83606557377049,6.55737704918033,29.5081967213115,-3.62459016393443,57.1428571428571,NA,89.9605855855856,77.0491803278689,33.5963114754098,NA,78.1841109709962,NA,NA,335.933045502718,67.1866091005435,"Satisfactory"
"AB26626",33,39.81866069,-87.06981631,"WLV-13-0011","10/3/2016","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,2,3.55329949238579,20.9302325581395,9.30232558139535,41.8604651162791,16.2790697674419,9.30232558139535,27.906976744186,-5.79767441860465,NA,16.6666666666667,NA,38.5012919896641,NA,22.3458038422649,NA,87.2093023255814,59.6899224806201,224.412987304797,44.8825974609594,"Moderately Degraded"
"AB26627",33,40.04167867,-86.93924571,"WSU-06-0014","9/27/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,6.7001675041876,28.2051282051282,5.12820512820513,48.7179487179487,12.8205128205128,20.5128205128205,20.5128205128205,-9.97179487179487,28.5714285714286,NA,89.3746510329425,78.9173789173789,0,NA,55.2268244575937,NA,NA,252.090282979344,50.4180565958687,"Moderately Degraded"
"AB26629",35.71215839,40.27730815,-86.88015113,"WLV-01-0081","9/28/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,5.78231292517007,26.3157894736842,10.5263157894737,35.0877192982456,15.7894736842105,14.0350877192982,28.0701754385965,-4.57368421052631,42.8571428571429,NA,91.2868480725624,68.4210526315789,27.6644736842105,NA,32.3886639676113,NA,NA,262.618181213106,52.5236362426212,"Moderately Degraded"
"AB26630",35.85400348,39.96693962,-87.33567535,"WLV-16-0003","10/5/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,3.7037037037037,18.4210526315789,7.89473684210526,36.8421052631579,10.5263157894737,13.1578947368421,28.9473684210526,-7.20526315789474,28.5714285714286,NA,95.6172839506173,24.5614035087719,11.2171052631579,NA,72.8744939271255,NA,NA,232.841715221101,46.5683430442202,"Moderately Degraded"
"AB26631",30.12563772,39.8815025,-86.85376011,"WLV-12-0005","10/3/2016","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,4,2.7027027027027,25.4545454545455,18.1818181818182,29.0909090909091,12.7272727272727,14.5454545454545,23.6363636363636,3.08181818181818,NA,50,NA,63.6363636363636,NA,77.8656126482213,NA,58.0808080808081,45.4545454545455,295.037329819939,59.0074659639877,"Satisfactory"
"AB26632",34,40.24770946,-87.27909356,"WLV-06-0004","9/27/2016","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,5,3.18257956448911,36.734693877551,14.2857142857143,32.6530612244898,18.3673469387755,12.2448979591837,28.5714285714286,-0.814285714285713,NA,66.6666666666667,NA,100,NA,62.3779946761313,NA,70.8616780045352,61.9047619047619,361.811101252095,72.362220250419,"Satisfactory"
"AB26633",37.08510638,40.60928908,-87.16654971,"WLV-04-0006","9/26/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,5,8.04794520547945,24.6575342465753,6.84931506849315,34.2465753424658,12.3287671232877,16.4383561643836,26.027397260274,-8.25068493150685,57.1428571428571,NA,86.5667808219178,59.2085235920852,4.68321917808219,NA,59.0094836670179,NA,NA,266.61086440196,53.3221728803921,"Satisfactory"
"AB26634",32.29145533,40.10934254,-86.76735353,"WSU-04-0003","9/28/2016","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,2,1,2.67558528428094,14.2857142857143,14.2857142857143,47.6190476190476,14.2857142857143,14.2857142857143,23.8095238095238,-0.814285714285713,NA,0,NA,1.58730158730159,NA,0,NA,59.5238095238095,46.031746031746,107.142857142857,21.4285714285714,"Severely Degraded"
"AB26635",28.30968933,40.14512506,-86.57039643,"WSU-01-0010","9/28/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,5,12.3499142367067,21.5909090909091,14.7727272727273,28.4090909090909,11.3636363636364,13.6363636363636,23.8636363636364,4.27272727272727,71.4285714285714,NA,77.6043453401944,42.1717171717172,82.9545454545455,NA,66.4335664335664,NA,NA,340.592745828595,68.118549165719,"Satisfactory"
"AB26636",35.99714067,40.34095186,-87.06737461,"WLV-05-0110","9/26/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,5,7.2041166380789,25.7142857142857,11.4285714285714,30,12.8571428571429,11.4285714285714,24.2857142857143,-3.67142857142857,71.4285714285714,NA,88.3247570040023,65.0793650793651,33.3035714285714,NA,54.9450549450549,NA,NA,313.081319885565,62.616263977113,"Satisfactory"
"AB26637",35,40.12656099,-87.35188313,"WLV-09-0001","9/27/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,4.48833034111311,23.8095238095238,14.2857142857143,33.3333333333333,16.6666666666667,21.4285714285714,28.5714285714286,-0.814285714285713,0,NA,93.982645122681,54.4973544973545,51.1607142857143,NA,25.6410256410256,NA,NA,225.281739546775,45.0563479093551,"Moderately Degraded"
"AB26638",35,40.01138814,-87.23231183,"WLV-16-0004","10/5/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,2,2.52525252525253,20,8.88888888888889,40,17.7777777777778,13.3333333333333,26.6666666666667,-6.21111111111111,0,NA,98.0723905723906,33.3333333333333,17.4305555555556,NA,17.0940170940171,NA,NA,165.930296555297,33.1860593110593,"Moderately Degraded"
"AB26639",33.93295935,39.88619403,-87.21449056,"WSU-06-0012","10/4/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,2.14424951267057,25,11.1111111111111,44.4444444444444,19.4444444444444,16.6666666666667,25,-3.98888888888889,28.5714285714286,NA,98.866146848603,61.1111111111111,31.3194444444444,NA,4.27350427350428,NA,NA,224.141635249091,44.8283270498183,"Moderately Degraded"
"AB26640",36.80588877,40.49559101,-86.93762075,"WLV-02-0030","9/26/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,10.7394366197183,30.6122448979592,12.2448979591837,26.530612244898,8.16326530612245,10.2040816326531,24.4897959183673,-2.85510204081633,14.2857142857143,NA,80.9595070422535,92.2902494331066,38.405612244898,NA,91.0518053375196,NA,NA,316.992888343492,63.3985776686984,"Satisfactory"
"AB26641",34,40.24770946,-87.27909356,"WLV-06-0004","9/27/2016","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,4,4.53781512605042,25.9259259259259,12.962962962963,33.3333333333333,18.5185185185185,7.40740740740741,24.0740740740741,-2.13703703703704,NA,50,NA,66.2551440329218,NA,59.4202898550724,NA,97.7366255144033,46.9135802469136,320.325639649311,64.0651279298622,"Satisfactory"
"AB26997",32.03530895,39.54643943,-87.28653001,"WBU-04-0005","10/13/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,24.8722316865417,19.7183098591549,9.85915492957746,35.2112676056338,12.6760563380282,18.3098591549296,25.3521126760563,-5.24084507042254,0,NA,51.5161839863714,31.7683881064163,23.4947183098592,NA,56.3380281690141,NA,NA,163.117318571661,32.6234637143322,"Moderately Degraded"
"AB26998",35,39.72054175,-87.19905073,"WLV-13-0013","10/4/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,0,0,3.5,23.0769230769231,7.69230769230769,42.3076923076923,19.2307692307692,19.2307692307692,23.0769230769231,-7.40769230769231,0,NA,96.0416666666667,50.4273504273504,9.95192307692308,NA,5.91715976331362,NA,NA,162.338099934254,32.4676199868508,"Moderately Degraded"
"AB28980",38.3012987,41.44704867,-87.27761876,"LMG-05-0015","8/14/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,30.0341296928328,22.4137931034483,13.7931034482759,36.2068965517241,10.3448275862069,24.1379310344828,12.0689655172414,-1.30689655172414,0,NA,40.7622298065984,46.7432950191571,48.0818965517241,NA,74.2705570291777,NA,NA,209.857978406657,41.9715956813315,"Moderately Degraded"
"AB28981",39.37982196,40.41806385,-86.76806189,"WAW040-0043","8/15/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,1,30.4421768707483,26.1904761904762,19.047619047619,38.0952380952381,11.9047619047619,16.6666666666667,16.6666666666667,3.94761904761905,28.5714285714286,NA,39.9121315192744,67.7248677248677,80.9226190476191,NA,62.2710622710623,NA,NA,279.402109134252,55.8804218268504,"Satisfactory"
"AB28982",33.73205269,40.32092985,-86.61818972,"WAW040-0065","8/15/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,11.1666666666667,22.2222222222222,14.8148148148148,40.7407407407407,18.5185185185185,7.40740740740741,18.5185185185185,-0.285185185185185,28.5714285714286,NA,80.0694444444444,45.679012345679,54.4675925925926,NA,11.3960113960114,NA,NA,220.183489350156,44.0366978700312,"Moderately Degraded"
"AB28983",38,40.82275203,-87.17585605,"UMI030-0044","8/14/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,0,1,30.8333333333333,27.6595744680851,6.38297872340426,36.1702127659574,12.7659574468085,14.8936170212766,21.2765957446809,-8.71702127659574,0,NA,39.0972222222222,75.8865248226951,1.7686170212766,NA,55.6464811783961,NA,NA,172.39884524459,34.479769048918,"Moderately Degraded"
"AB28984",35,40.32917794,-86.64715266,"WAW040-0080","8/15/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,24.7058823529412,29.2682926829268,26.8292682926829,26.8292682926829,12.1951219512195,12.1951219512195,21.9512195121951,11.7292682926829,57.1428571428571,NA,51.8627450980392,84.8238482384824,100,NA,60.0375234521576,NA,NA,353.866973931536,70.7733947863073,"Satisfactory"
"AB28985",37.71564505,40.60072027,-86.54737908,"WDE050-0025","8/14/2017","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,2,2,16.1666666666667,28.5714285714286,9.52380952380952,35.7142857142857,9.52380952380952,21.4285714285714,21.4285714285714,-5.57619047619048,NA,16.6666666666667,NA,80.952380952381,NA,49.0683229813665,NA,19.8412698412698,38.0952380952381,204.623878536922,40.9247757073844,"Moderately Degraded"
"AB28986",35.12835601,40.60803025,-86.3704127,"WDE050-0031","8/15/2017","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,2,26.3422818791946,22.2222222222222,24.0740740740741,27.7777777777778,9.25925925925926,16.6666666666667,24.0740740740741,8.97407407407407,NA,16.6666666666667,NA,45.679012345679,NA,83.5748792270531,NA,46.2962962962963,46.9135802469136,239.130434782609,47.8260869565217,"Moderately Degraded"
"AB28987",24.01450008,40.406944,-84.96137,"WSA010-0012","8/17/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,13.5,13.6363636363636,9.09090909090909,27.2727272727273,9.09090909090909,22.7272727272727,18.1818181818182,-1.40909090909091,0,NA,75.2083333333333,0,47.4431818181818,NA,83.9160839160839,NA,NA,206.567599067599,41.3135198135198,"Moderately Degraded"
"AB28988",28.28433504,40.18622481,-84.9369664,"WWU010-0039","8/17/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,12.4579124579125,22.9166666666667,12.5,22.9166666666667,10.4166666666667,12.5,22.9166666666667,2,14.2857142857143,NA,77.3793490460157,49.537037037037,68.75,NA,73.7179487179487,NA,NA,283.670049086716,56.7340098173432,"Satisfactory"
"AB28989",37.46324177,39.97086972,-85.796175,"WWU100-0040","8/16/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,2,33.2775919732441,25.5813953488372,18.6046511627907,34.8837209302326,13.953488372093,11.6279069767442,13.953488372093,3.5046511627907,42.8571428571429,NA,34.005016722408,64.3410852713178,78.1540697674419,NA,46.5116279069767,NA,NA,265.868942525287,53.1737885050575,"Satisfactory"
"AB28990",37.46324177,39.96432222,-85.81504806,"WWU100-0064","8/16/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,3,23.785594639866,25.4237288135593,10.1694915254237,33.8983050847458,11.864406779661,11.864406779661,16.9491525423729,-4.93050847457627,14.2857142857143,NA,53.7800111669458,63.4651600753296,25.4343220338983,NA,62.5814863102999,NA,NA,219.546693872188,43.9093387744376,"Moderately Degraded"
"AB28991",37.38496905,40.01593861,-85.69206833,"WWU100-0078","8/16/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,1,18.013468013468,26.6666666666667,15.5555555555556,31.1111111111111,13.3333333333333,13.3333333333333,20,0.455555555555556,14.2857142857143,NA,65.8052749719416,70.3703703703704,59.0972222222222,NA,51.2820512820513,NA,NA,260.8406331323,52.16812662646,"Moderately Degraded"
"AB28992",34.90733214,40.03386674,-85.54761731,"WWU100-0098","8/16/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,19,30.3030303030303,21.2121212121212,33.3333333333333,9.09090909090909,12.1212121212121,24.2424242424242,6.11212121212121,28.5714285714286,NA,63.75,90.5723905723906,94.4507575757576,NA,83.9160839160839,NA,NA,361.260660635661,72.2521321271321,"Satisfactory"
"AB28993",34.90733214,40.02513401,-85.55707286,"WWU100-0106","8/16/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,25,21.1538461538462,13.4615384615385,36.5384615384615,9.61538461538461,17.3076923076923,15.3846153846154,-1.63846153846154,28.5714285714286,NA,51.25,39.7435897435897,46.0096153846154,NA,79.8816568047337,NA,NA,245.456290504367,49.0912581008735,"Moderately Degraded"
"AB28994",28.12504349,39.20858111,-85.87337078,"WEU010-0040","8/30/2017","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,5,8.19397993311037,28.5714285714286,16.6666666666667,38.0952380952381,11.9047619047619,16.6666666666667,26.1904761904762,6.16666666666667,NA,66.6666666666667,NA,80.952380952381,NA,38.7163561076605,NA,46.2962962962963,53.968253968254,286.599953991258,57.3199907982517,"Satisfactory"
"AB28995",17,38.95665865,-85.49473126,"WEM020-0036","8/30/2017","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,8,6,6.96428571428571,27.0833333333333,20.8333333333333,35.4166666666667,10.4166666666667,14.5833333333333,29.1666666666667,10.3333333333333,NA,83.3333333333333,NA,72.6851851851852,NA,50.3623188405797,NA,57.8703703703704,63.8888888888889,328.140096618358,65.6280193236715,"Satisfactory"
"AB28996",18.49401887,38.97467929,-85.6141175,"WEM-07-0004","8/29/2017","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,5,11.8673647469459,26.8292682926829,14.6341463414634,31.7073170731707,9.75609756097561,12.1951219512195,34.1463414634146,4.13414634146342,NA,66.6666666666667,NA,71.2737127371274,NA,66.4899257688229,NA,71.1382113821138,80.4878048780488,356.05632143278,71.2112642865559,"Satisfactory"
"AB28997",30.99658114,39.260094,-85.92208196,"WEF-06-0001","8/30/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,5,13.0217028380634,24.5901639344262,16.3934426229508,27.8688524590164,3.27868852459016,14.7540983606557,27.8688524590164,1.29344262295082,57.1428571428571,NA,76.2047857540345,58.8342440801457,64.3340163934426,NA,100,NA,NA,356.51590337048,71.303180674096,"Satisfactory"
"AB28998",18.20341635,38.90637908,-85.60614372,"WEM-02-0002","8/29/2017","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,6,8.90538033395176,26.0869565217391,15.2173913043478,30.4347826086957,8.69565217391304,15.2173913043478,36.9565217391304,4.71739130434783,NA,83.3333333333333,NA,67.1497584541063,NA,72.0226843100189,NA,54.3478260869565,89.8550724637681,366.708674648183,73.3417349296366,"Satisfactory"
"AB28999",21.73090555,39.16031178,-85.25240931,"OML060-0019","8/29/2017","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,2,2,26.962457337884,19.047619047619,9.52380952380952,28.5714285714286,7.14285714285714,11.9047619047619,19.047619047619,-0.976190476190476,NA,16.6666666666667,NA,28.042328042328,NA,80.1242236024845,NA,72.7513227513227,30.1587301587302,227.743271221532,45.5486542443064,"Moderately Degraded"
"AB29000",32.13014332,39.3869064,-85.55987034,"WEU010-0039","8/29/2017","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,3,29.7658862876254,29.0322580645161,16.1290322580645,27.4193548387097,9.67741935483871,12.9032258064516,29.0322580645161,1.02903225806452,NA,33.3333333333333,NA,83.5125448028674,NA,85.1332398316971,NA,67.2043010752688,63.4408602150538,332.62427925822,66.5248558516441,"Satisfactory"
"AB29001",30.39207858,39.36953801,-85.99488726,"WED-07-0001","8/30/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,3,28.8135593220339,15.7894736842105,21.0526315789474,35.0877192982456,10.5263157894737,21.0526315789474,14.0350877192982,5.95263157894737,42.8571428571429,NA,43.3050847457627,9.94152046783625,93.4539473684211,NA,72.8744939271255,NA,NA,262.432189366288,52.4864378732577,"Moderately Degraded"
"AB29002",31.12213029,39.33192521,-85.86121339,"WEF-06-0002","8/30/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,5.38720538720539,27.027027027027,18.9189189189189,32.4324324324324,10.8108108108108,16.2162162162162,18.9189189189189,3.81891891891892,14.2857142857143,NA,92.1099887766554,72.3723723723724,80.1182432432432,NA,70.6860706860707,NA,NA,329.572389364056,65.9144778728112,"Satisfactory"
"AB29003",32.28455106,39.61836716,-85.80054133,"WED-03-0001","8/29/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,24.3478260869565,26.1904761904762,21.4285714285714,35.7142857142857,14.2857142857143,11.9047619047619,21.4285714285714,6.32857142857143,28.5714285714286,NA,52.6086956521739,67.7248677248677,95.8035714285714,NA,43.9560439560439,NA,NA,288.664607333086,57.7329214666171,"Satisfactory"
"AB29004",37.84850535,39.93160872,-85.69904306,"WED-04-0001","8/28/2017","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,0,0,13.7123745819398,31.0344827586207,13.7931034482759,31.0344827586207,10.3448275862069,13.7931034482759,27.5862068965517,-1.30689655172414,0,NA,74.7658862876254,94.6360153256705,48.0818965517241,NA,74.2705570291777,NA,NA,291.754355194198,58.3508710388396,"Satisfactory"
