"SAMPLEID","BFI","LAT","LONG","STATIONID","COLLDATE","INDEX_REGION_LONG","INDEX_REGION","INDEX_NAME","ni_total","nt_LOW_N","nt_LOW_P","pi_Tol_13","pt_Achnan_Navic","pt_BC_12","pt_O_345","pt_PT_12","pt_SALINITY_34","pt_Sens_810","pt_BC_12_adj","SC_nt_LOW_N","SC_nt_LOW_P","SC_pi_Tol_13","SC_pt_Achnan_Navic","SC_pt_BC_12_adj","SC_pt_O_345","SC_pt_PT_12","SC_pt_SALINITY_34","SC_pt_Sens_810","sum_Index","Index","Index_Nar"
"AB01141",70.97912888,41.70230586,-86.05353902,"LMJ220-0014","8/25/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,10.6346483704974,17.2413793103448,24.1379310344828,24.1379310344828,6.89655172413793,6.89655172413793,24.1379310344828,9.03793103448276,57.1428571428571,NA,81.177815894797,18.0076628352491,100,NA,100,NA,NA,356.328335872903,71.2656671745806,"Satisfactory"
"AB01142",72,41.70590794,-85.89064202,"LMJ150-0023","8/31/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,9,6,18.2948490230906,17.8571428571429,28.5714285714286,25,8.92857142857143,7.14285714285714,26.7857142857143,13.4714285714286,100,NA,65.219064535228,21.4285714285714,100,NA,85.1648351648352,NA,NA,371.812471128635,74.3624942257269,"Satisfactory"
"AB01143",68,41.62983671,-86.27630195,"LMJ240-0046","8/25/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,5,17.4061433447099,23.8095238095238,14.2857142857143,39.6825396825397,12.6984126984127,20.6349206349206,14.2857142857143,-0.814285714285713,71.4285714285714,NA,67.0705346985211,54.4973544973545,51.1607142857143,NA,56.1660561660562,NA,NA,300.323231076217,60.0646462152435,"Satisfactory"
"AB01144",68,41.75285208,-86.56044447,"LMG100-0009","8/24/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,3.52348993288591,12.5,15.625,40.625,15.625,12.5,18.75,0.525,14.2857142857143,NA,95.9927293064877,0,59.53125,NA,33.6538461538462,NA,NA,203.463539746048,40.6927079492096,"Moderately Degraded"
"AB01145",72.05375833,41.74344019,-85.80186949,"LMJ130-0008","8/31/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",599,4,3,13.8795986622074,22.5,15,30,7.5,7.5,12.5,-0.0999999999999996,42.8571428571429,NA,74.417502787068,47.2222222222222,55.625,NA,96.1538461538462,NA,NA,316.275714020279,63.2551428040558,"Satisfactory"
"AB01146",38.0733778,41.56724967,-87.25499007,"LMG040-0012","8/23/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,19.5578231292517,28.2608695652174,8.69565217391304,45.6521739130435,17.3913043478261,17.3913043478261,15.2173913043478,-6.40434782608696,0,NA,62.5878684807256,79.2270531400966,16.2228260869565,NA,20.066889632107,NA,NA,178.104637339886,35.6209274679772,"Moderately Degraded"
"AB01146(B)",38.0733778,41.56724967,-87.25499007,"LMG040-0012","8/23/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,15.9052453468697,25.5813953488372,13.953488372093,41.8604651162791,13.953488372093,18.6046511627907,11.6279069767442,-1.14651162790698,28.5714285714286,NA,70.1974055273548,64.3410852713178,49.0843023255814,NA,46.5116279069767,NA,NA,258.705849602659,51.7411699205319,"Moderately Degraded"
"AB01147",71.37469649,41.71700343,-85.73606202,"LMJ140-0118","8/31/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,9.36454849498328,29.4117647058824,17.6470588235294,37.2549019607843,7.84313725490196,11.7647058823529,21.5686274509804,2.54705882352941,57.1428571428571,NA,83.8238573021182,85.6209150326797,72.1691176470588,NA,93.5143288084465,NA,NA,392.27107593316,78.4542151866321,"Exceptional"
"AB01148",30.97624253,41.43955886,-87.4396042,"LMG030-0028","8/23/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,23.6394557823129,21.5384615384615,10.7692307692308,38.4615384615385,16.9230769230769,27.6923076923077,15.3846153846154,-4.33076923076923,28.5714285714286,NA,54.0844671201814,41.8803418803419,29.1826923076923,NA,23.6686390532544,NA,NA,177.387568932899,35.4775137865797,"Moderately Degraded"
"AB01149",59.11046064,41.62320316,-86.98203028,"LMG060-0041","8/24/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,10.0840336134454,25.531914893617,10.6382978723404,27.6595744680851,8.51063829787234,19.1489361702128,17.0212765957447,-4.46170212765957,14.2857142857143,NA,82.3249299719888,64.0661938534279,28.3643617021277,NA,88.379705400982,NA,NA,277.420905214241,55.4841810428481,"Satisfactory"
"AB01150",35.17786674,41.43705905,-87.34159537,"LMG030-0029","8/23/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,44.0536013400335,32.258064516129,6.45161290322581,51.6129032258064,22.5806451612903,12.9032258064516,22.5806451612903,-8.64838709677419,14.2857142857143,NA,11.5549972082635,100,2.19758064516129,NA,0,NA,NA,128.038292139139,25.6076584278278,"Severely Degraded"
"AB01151",54.73334851,41.59400775,-87.04010532,"LMG060-0040","8/24/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,2,9.19732441471572,20.9677419354839,11.2903225806452,35.4838709677419,9.67741935483871,20.9677419354839,25.8064516129032,-3.80967741935484,0,NA,84.1722408026756,38.7096774193548,32.4395161290323,NA,79.4044665012407,NA,NA,234.725900852303,46.9451801704607,"Moderately Degraded"
"AB01152",63,41.70818754,-86.8566544,"LMG070-0038","8/24/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,15.979381443299,26.4705882352941,16.1764705882353,26.4705882352941,8.82352941176471,16.1764705882353,19.1176470588235,1.07647058823529,14.2857142857143,NA,70.0429553264605,69.281045751634,62.9779411764706,NA,85.972850678733,NA,NA,302.560507219012,60.5121014438025,"Satisfactory"
"AB01153",51,41.47645003,-87.08488694,"LMG050-0121","8/24/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",51,1,1,28,15.7894736842105,5.26315789473684,42.1052631578947,10.5263157894737,15.7894736842105,10.5263157894737,-9.83684210526316,0,NA,45,9.94152046783625,0,NA,72.8744939271255,NA,NA,127.816014394962,25.5632028789923,"Severely Degraded"
"AB01156",64.00446927,41.50084841,-85.77981218,"LMJ190-0031","9/1/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,13.1849315068493,39.0243902439024,12.1951219512195,36.5853658536585,9.75609756097561,14.6341463414634,14.6341463414634,-2.90487804878049,28.5714285714286,NA,75.8647260273973,100,38.094512195122,NA,78.7992495309568,NA,NA,321.329916324905,64.2659832649809,"Satisfactory"
"AB01157",59.34675214,41.39577199,-85.5740041,"LMJ190-0032","8/30/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,7,6,17.717206132879,20.9302325581395,25.5813953488372,27.906976744186,13.953488372093,6.97674418604651,16.2790697674419,10.4813953488372,85.7142857142857,NA,66.4224872231687,38.5012919896641,100,NA,46.5116279069767,NA,NA,337.149692834095,67.429938566819,"Satisfactory"
"AB01158",58.59608921,41.5067897,-85.39482668,"LMJ170-0080","8/31/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,9,8,29.6360485268631,16.9230769230769,20,30.7692307692308,12.3076923076923,7.69230769230769,29.2307692307692,4.9,100,NA,41.5915655690352,16.2393162393162,86.875,NA,59.1715976331361,NA,NA,303.877479441488,60.7754958882975,"Satisfactory"
"AB01159",62.8732687,41.67361047,-85.20509897,"LMJ110-0128","9/8/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",601,5,4,19.5205479452055,21.4285714285714,14.2857142857143,37.5,10.7142857142857,7.14285714285714,23.2142857142857,-0.814285714285713,57.1428571428571,NA,62.6655251141553,41.2698412698413,51.1607142857143,NA,71.4285714285714,NA,NA,283.667509241139,56.7335018482279,"Satisfactory"
"AB01160",69.27464052,41.71498535,-85.45007777,"LMJ120-0048","9/8/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,4,9.09090909090909,25.4545454545455,18.1818181818182,27.2727272727273,10.9090909090909,10.9090909090909,21.8181818181818,3.08181818181818,71.4285714285714,NA,84.3939393939394,63.6363636363636,75.5113636363637,NA,69.9300699300699,NA,NA,364.900308025308,72.9800616050616,"Satisfactory"
"AB01161",65.05102281,41.5969324,-85.55686432,"LMJ140-0119","8/31/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,20.979020979021,20.3389830508475,15.2542372881356,37.2881355932203,11.864406779661,11.864406779661,23.728813559322,0.154237288135594,57.1428571428571,NA,59.6270396270396,35.2165725047081,57.2139830508475,NA,62.5814863102999,NA,NA,271.781938635752,54.3563877271504,"Satisfactory"
"AB01162",59.49966844,41.62740974,-85.10214613,"LMJ110-0129","9/8/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,16.3763066202091,19.2982456140351,17.5438596491228,31.5789473684211,10.5263157894737,12.280701754386,10.5263157894737,2.44385964912281,42.8571428571429,NA,69.2160278745645,29.4346978557505,71.5241228070175,NA,72.8744939271255,NA,NA,285.906485321601,57.1812970643202,"Satisfactory"
"AB01163",61.66756854,41.43246546,-85.7731631,"LMJ200-0060","8/30/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,9,5,19.1071428571429,25.4237288135593,25.4237288135593,23.728813559322,10.1694915254237,10.1694915254237,22.0338983050847,10.3237288135593,100,NA,63.5267857142857,63.4651600753296,100,NA,75.619295958279,NA,NA,402.611241747894,80.5222483495789,"Exceptional"
"AB01164",49.84243964,41.37007141,-85.43899615,"LMJ180-0049","8/30/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,5,17.3986486486486,22.3880597014925,16.4179104477612,32.8358208955224,10.4477611940299,13.4328358208955,20.8955223880597,1.31791044776119,71.4285714285714,NA,67.0861486486486,46.6003316749585,64.4869402985075,NA,73.4787600459242,NA,NA,323.08075209661,64.6161504193221,"Satisfactory"
"AB01164(B)",49.84243964,41.37007141,-85.43899615,"LMJ180-0049","7/30/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,10.5263157894737,19.047619047619,15.8730158730159,38.0952380952381,12.6984126984127,11.1111111111111,17.4603174603175,0.773015873015874,57.1428571428571,NA,81.4035087719298,28.042328042328,61.0813492063492,NA,56.1660561660562,NA,NA,283.83609932952,56.7672198659041,"Satisfactory"
"AB01165",47.23159057,41.59702561,-84.97181104,"LMJ110-0124","9/8/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,3,13.9414802065404,25,8.33333333333333,40,15,13.3333333333333,18.3333333333333,-6.76666666666667,14.2857142857143,NA,74.2885829030407,61.1111111111111,13.9583333333333,NA,38.4615384615385,NA,NA,202.105280094738,40.4210560189476,"Moderately Degraded"
"AB01166",57.12444966,41.58360141,-85.21885978,"LMJ110-0125","9/8/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,4,18.6832740213523,14.2857142857143,17.1428571428571,42.8571428571429,15.7142857142857,15.7142857142857,12.8571428571429,2.04285714285714,71.4285714285714,NA,64.4098457888494,1.58730158730159,69.0178571428571,NA,32.967032967033,NA,NA,239.410608914612,47.8821217829225,"Moderately Degraded"
"AB01167",69,41.64478025,-85.91282663,"LMJ210-0030","9/1/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,1,5.80204778156997,31.1111111111111,15.5555555555556,24.4444444444444,6.66666666666667,15.5555555555556,17.7777777777778,0.455555555555556,14.2857142857143,NA,91.2457337883959,95.0617283950617,59.0972222222222,NA,100,NA,NA,359.690398691394,71.9380797382788,"Satisfactory"
"AB01170",31.08820295,41.22916608,-84.85066921,"LEM010-0050","9/15/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,19.4957983193277,17.910447761194,7.46268656716418,29.8507462686567,14.9253731343284,20.8955223880597,26.865671641791,-7.63731343283582,14.2857142857143,NA,62.7170868347339,21.7247097844113,8.51679104477612,NA,39.0355912743972,NA,NA,146.279893224033,29.2559786448066,"Moderately Degraded"
"AB01171",43,41.53546439,-84.8615209,"LEJ050-0066","9/7/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,3,12.1739130434783,29.5081967213115,16.3934426229508,26.2295081967213,8.19672131147541,21.3114754098361,16.3934426229508,1.29344262295082,14.2857142857143,NA,77.9710144927536,86.1566484517304,64.3340163934426,NA,90.7944514501892,NA,NA,333.54184507383,66.708369014766,"Satisfactory"
"AB01172",40,41.3879695,-85.08570954,"LEJ090-0040","9/9/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",59,1,0,7.01754385964912,12.5,4.16666666666667,54.1666666666667,20.8333333333333,25,8.33333333333333,-10.9333333333333,0,NA,88.7134502923977,0,0,NA,0,NA,NA,88.7134502923977,17.7426900584795,"Severely Degraded"
"AB01173",37,41.28242036,-85.14240761,"LEJ090-0041","9/13/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,1,32.4090121317158,21.7948717948718,10.2564102564103,30.7692307692308,11.5384615384615,21.7948717948718,24.3589743589744,-4.84358974358974,14.2857142857143,NA,35.8145580589255,43.3048433048433,25.9775641025641,NA,65.0887573964497,NA,NA,184.471437148497,36.8942874296994,"Moderately Degraded"
"AB01173(B)",37,41.28242036,-85.14240761,"LEJ090-0041","9/13/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,24.9146757679181,23.1884057971014,14.4927536231884,34.7826086956522,13.0434782608696,21.7391304347826,24.6376811594203,-0.607246376811593,57.1428571428571,NA,51.4277588168373,51.0466988727858,52.4547101449275,NA,53.5117056856187,NA,NA,265.583730663027,53.1167461326053,"Satisfactory"
"AB01174",40.16110652,41.46349867,-84.81128336,"LEJ050-0068","9/7/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,9.8471986417657,24.390243902439,9.75609756097561,31.7073170731707,21.9512195121951,17.0731707317073,19.5121951219512,-5.34390243902439,0,NA,82.8183361629881,57.7235772357724,22.8506097560976,NA,0,NA,NA,163.392523154858,32.6785046309716,"Moderately Degraded"
"AB01175",45,41.47271817,-85.10511995,"LEJ080-0016","9/9/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,22.0735785953177,25.3731343283582,11.9402985074627,38.8059701492537,11.9402985074627,17.910447761194,14.9253731343284,-3.15970149253731,57.1428571428571,NA,57.3467112597547,63.18407960199,36.5018656716418,NA,61.9977037887486,NA,NA,276.173217464992,55.2346434929985,"Satisfactory"
"AB01176",46.28192415,41.38456221,-85.3370748,"LMJ180-0052","9/13/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,1,7.67946577629382,24.0740740740741,18.5185185185185,46.2962962962963,20.3703703703704,20.3703703703704,22.2222222222222,3.41851851851852,42.8571428571429,NA,87.3344462993879,55.9670781893004,77.6157407407407,NA,0,NA,NA,263.774408086572,52.7548816173144,"Moderately Degraded"
"AB01177",40.48946639,41.40312812,-84.98894169,"LEJ080-0017","9/13/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,3,52.8619528619529,20,8,54,16,20,24,-7.1,42.8571428571429,NA,0,33.3333333333333,11.875,NA,30.7692307692308,NA,NA,118.834706959707,23.7669413919414,"Severely Degraded"
"AB01178",39.93307258,41.42989047,-84.84616096,"LEJ060-0015","9/7/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,1,33.446519524618,21.3114754098361,11.4754098360656,37.7049180327869,13.1147540983607,16.3934426229508,14.7540983606557,-3.62459016393443,14.2857142857143,NA,33.6530843237125,40.6193078324226,33.5963114754098,NA,52.9634300126103,NA,NA,175.11784792987,35.0235695859739,"Moderately Degraded"
"AB01178(B)",39.93307258,41.42989047,-84.84616096,"LEJ060-0015","9/7/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,53.3557046979866,19.6078431372549,3.92156862745098,35.2941176470588,9.80392156862745,25.4901960784314,11.7647058823529,-11.178431372549,0,NA,0,31.1546840958606,0,NA,78.4313725490196,NA,NA,109.58605664488,21.917211328976,"Severely Degraded"
"AB01182",27.80106762,41.07619734,-85.08176649,"LEM010-0052","9/14/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",596,4,4,46.7486818980668,14.8148148148148,14.8148148148148,48.1481481481481,18.5185185185185,18.5185185185185,11.1111111111111,4.31481481481481,42.8571428571429,NA,5.9402460456942,4.52674897119342,83.2175925925926,NA,11.3960113960114,NA,NA,147.937741862634,29.5875483725269,"Moderately Degraded"
"AB01183",29.98712446,41.14610054,-85.10031941,"LEJ100-0026","9/14/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,47.2789115646259,14.8148148148148,5.55555555555556,38.8888888888889,14.8148148148148,22.2222222222222,11.1111111111111,-4.94444444444444,0,NA,4.83560090702948,4.52674897119342,25.3472222222222,NA,39.8860398860399,NA,NA,74.595611986485,14.919122397297,"Severely Degraded"
"AB01184",29.01713586,41.1010727,-84.98127925,"LEM010-0051","9/14/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,31.2080536912752,26,6,40,12,26,8,-4.5,0,NA,38.3165548098434,66.6666666666667,28.125,NA,61.5384615384615,NA,NA,194.646683014972,38.9293366029943,"Moderately Degraded"
"AB01185",30.69149472,41.13298835,-84.92092362,"LEM010-0046","9/14/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,39.424703891709,25,6.66666666666667,45,13.3333333333333,26.6666666666667,16.6666666666667,-8.43333333333333,14.2857142857143,NA,21.1985335589397,61.1111111111111,3.54166666666667,NA,51.2820512820513,NA,NA,151.419076904483,30.2838153808966,"Moderately Degraded"
"AB01186",27,41.01201432,-84.85097841,"LEA120-0009","9/21/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,0,0,21.1796246648794,23.6842105263158,5.26315789473684,39.4736842105263,13.1578947368421,31.5789473684211,15.7894736842105,-5.23684210526316,NA,0,NA,53.8011695906433,NA,32.7231121281465,NA,0,19.2982456140351,105.822527332825,21.164505466565,"Severely Degraded"
"AB01187",33.91573995,41.19518984,-85.03013415,"LEJ070-0028","9/14/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,0,0,78.4873949579832,13.8888888888889,5.55555555555556,36.1111111111111,8.33333333333333,25,2.77777777777778,-9.54444444444444,0,NA,0,0,0,NA,89.7435897435897,NA,NA,89.7435897435897,17.9487179487179,"Severely Degraded"
"AB01190",24,40.83582696,-84.91658086,"LES040-0104","9/20/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,2,2,45.7286432160804,25,8.33333333333333,38.8888888888889,13.8888888888889,16.6666666666667,13.8888888888889,-2.16666666666667,NA,16.6666666666667,NA,61.1111111111111,NA,35.2657004830918,NA,46.2962962962963,12.962962962963,172.302737520129,34.4605475040258,"Moderately Degraded"
"AB01193",24,40.76413783,-84.80974201,"LES030-0002","9/20/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,1,31.7567567567568,15.7894736842105,8.7719298245614,33.3333333333333,10.5263157894737,21.0526315789474,8.7719298245614,-1.7280701754386,14.2857142857143,NA,37.1734234234234,9.94152046783625,45.4495614035088,NA,72.8744939271255,NA,NA,179.724713507608,35.9449427015216,"Moderately Degraded"
"AB01193(B)",24,40.76413783,-84.80974201,"LES030-0002","9/20/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,3,32.312925170068,19.2307692307692,9.61538461538461,42.3076923076923,15.3846153846154,21.1538461538462,11.5384615384615,-0.884615384615385,42.8571428571429,NA,36.0147392290249,29.0598290598291,50.7211538461538,NA,35.5029585798817,NA,NA,194.155823572032,38.8311647144065,"Moderately Degraded"
"AB01222",25.88625824,39.2725793,-85.30048398,"OML060-0017","8/23/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,2,1,3.15789473684211,30.3030303030303,15.1515151515152,42.4242424242424,12.1212121212121,12.1212121212121,33.3333333333333,4.65151515151515,NA,0,NA,90.5723905723906,NA,19.8945981554677,NA,71.5488215488216,77.7777777777778,259.793588054458,51.9587176108915,"Moderately Degraded"
"AB01222(B)",25.88625824,39.2725793,-85.30048398,"OML060-0017","8/23/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,3,2.88624787775891,27.7777777777778,13.8888888888889,36.1111111111111,8.33333333333333,8.33333333333333,33.3333333333333,3.38888888888889,NA,33.3333333333333,NA,76.5432098765432,NA,47.3429951690821,NA,92.5925925925926,77.7777777777778,327.589908749329,65.5179817498658,"Satisfactory"
"AB01223",21.73090555,39.16031178,-85.25240931,"OML060-0019","8/23/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,2,1,22.2003929273084,22.9166666666667,10.4166666666667,37.5,12.5,16.6666666666667,29.1666666666667,-0.0833333333333339,NA,0,NA,49.537037037037,NA,41.304347826087,NA,46.2962962962963,63.8888888888889,201.026570048309,40.2053140096618,"Moderately Degraded"
"AB01224",17.41192613,39.02698341,-85.22199417,"OML070-0021","8/25/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,2,2.01342281879195,19.5121951219512,14.6341463414634,34.1463414634146,12.1951219512195,14.6341463414634,41.4634146341463,4.13414634146342,NA,16.6666666666667,NA,30.6233062330623,NA,55.8854718981972,NA,57.5880758807588,100,260.763520678685,52.152704135737,"Moderately Degraded"
"AB01225",21.57212268,39.17397425,-84.93951894,"OML030-0015","8/24/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,8,5,0.511945392491468,25.8064516129032,19.3548387096774,29.0322580645161,6.45161290322581,9.67741935483871,35.4838709677419,8.85483870967742,NA,66.6666666666667,NA,65.5913978494624,NA,78.1206171107994,NA,85.1254480286738,84.9462365591398,380.450366214742,76.0900732429484,"Satisfactory"
"AB01226",17.36626506,39.11136878,-84.99038818,"OML040-0012","8/24/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",598,5,3,1.02389078498294,12,8,32,8,12,40,-2.5,NA,33.3333333333333,NA,0,NA,65.2173913043478,NA,72.2222222222222,100,270.772946859903,54.1545893719807,"Moderately Degraded"
"AB01227",16,39.05184113,-84.9945439,"OML040-0014","8/24/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,3,0.416666666666667,5,15,30,10,10,35,4.5,NA,33.3333333333333,NA,0,NA,73.9130434782609,NA,83.3333333333333,83.3333333333333,273.913043478261,54.7826086956522,"Moderately Degraded"
"AB01229",14.950143,38.77960127,-85.07996286,"OML200-0018","8/25/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,3,1.00671140939597,16.6666666666667,3.33333333333333,26.6666666666667,10,6.66666666666667,46.6666666666667,-7.16666666666667,NA,33.3333333333333,NA,14.8148148148148,NA,88.4057971014493,NA,100,100,336.553945249597,67.3107890499195,"Satisfactory"
"AB01230",15,38.84407664,-85.25926279,"OSK030-0017","8/30/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,4,0,18.1818181818182,22.7272727272727,27.2727272727273,13.6363636363636,4.54545454545455,40.9090909090909,12.2272727272727,NA,50,NA,23.2323232323232,NA,85.7707509881423,NA,100,100,359.003074220466,71.8006148440931,"Satisfactory"
"AB01231",15,38.80943589,-85.31640925,"OSK030-0019","8/30/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,6,0.666666666666667,19.047619047619,19.047619047619,38.0952380952381,19.047619047619,9.52380952380952,42.8571428571429,8.54761904761905,NA,83.3333333333333,NA,28.042328042328,NA,38.7163561076605,NA,85.978835978836,100,336.070853462158,67.2141706924316,"Satisfactory"
"AB01231(B)",15,38.80943589,-85.31640925,"OSK030-0019","8/30/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,5,1.1686143572621,20,12,40,16,8,36,1.5,NA,66.6666666666667,NA,33.3333333333333,NA,30.4347826086957,NA,94.4444444444444,86.6666666666667,311.545893719807,62.3091787439614,"Satisfactory"
"AB01234",19.01576235,38.48108557,-85.51360058,"OSK060-0001","8/31/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,8,7,1.39130434782609,18.1818181818182,21.2121212121212,27.2727272727273,15.1515151515152,9.09090909090909,39.3939393939394,10.7121212121212,NA,100,NA,23.2323232323232,NA,85.7707509881423,NA,88.3838383838384,97.979797979798,395.366710584102,79.0733421168204,"Satisfactory"
"AB01235",19.14809558,38.52637969,-85.61698428,"OSK070-0018","8/31/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,5,1.7921146953405,26.4705882352941,14.7058823529412,32.3529411764706,11.7647058823529,11.7647058823529,47.0588235294118,4.20588235294118,57.1428571428571,NA,99.599761051374,69.281045751634,82.5367647058823,NA,63.3484162895928,NA,NA,371.90884494134,74.381768988268,"Satisfactory"
"AB01236",21.02273934,38.49437349,-85.72857577,"OSK140-0043","9/1/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,8,7,1.57618213660245,20.9302325581395,16.2790697674419,20.9302325581395,6.97674418604651,2.32558139534884,44.1860465116279,5.77906976744186,100,NA,100,38.5012919896641,92.3691860465116,NA,100,NA,NA,430.870478036176,86.1740956072351,"Exceptional"
"AB01237",22,38.50276107,-85.77846685,"OSK140-0040","9/1/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,5,13.9047619047619,25.4545454545455,18.1818181818182,27.2727272727273,10.9090909090909,10.9090909090909,40,7.68181818181818,NA,66.6666666666667,NA,63.6363636363636,NA,85.7707509881423,NA,78.2828282828283,100,394.356609574001,78.8713219148002,"Satisfactory"
"AB01238",22.74510345,38.31230851,-85.68758246,"OSK100-0001","9/8/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,2,3.37837837837838,13.6363636363636,6.81818181818182,34.0909090909091,6.81818181818182,13.6363636363636,36.3636363636364,-3.68181818181818,NA,16.6666666666667,NA,0,NA,56.1264822134387,NA,63.1313131313131,87.8787878787879,223.803249890206,44.7606499780413,"Moderately Degraded"
"AB01239",23,38.32259112,-85.8306652,"OSK150-0005","9/8/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,3,3.56536502546689,15.2173913043478,6.52173913043478,28.2608695652174,8.69565217391304,15.2173913043478,32.6086956521739,-3.97826086956522,NA,33.3333333333333,NA,6.76328502415459,NA,81.4744801512287,NA,54.3478260869565,75.3623188405797,251.281243436253,50.2562486872506,"Moderately Degraded"
"AB01240",22,38.45674175,-85.76136669,"OSK140-0042","9/7/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,5,10.1398601398601,20.8955223880597,13.4328358208955,26.865671641791,8.95522388059701,16.4179104477612,19.4029850746269,2.93283582089552,71.4285714285714,NA,82.2086247086247,38.3084577114428,74.580223880597,NA,84.9598163030999,NA,NA,351.485694032336,70.2971388064672,"Satisfactory"
